Hi;Wa;Rm;Wm;Te
2500.0;3.0;1.0;5.0;1.0
1200.0;2.0;1.0;5.0;6.0
0.0;3.0;1.0;5.0;3.0
1200.0;4.0;1.0;6.0;30.0
17000.0;4.0;8.0;4.0;35.0
1200.0;4.0;1.0;4.0;20.0
3000.0;4.0;1.0;6.0;40.0
6000.0;4.0;1.0;6.0;43.0
18000.0;4.0;10.0;6.0;26.0
6000.0;4.0;8.0;4.0;26.0
10000.0;4.0;1.0;6.0;40.0
7000.0;4.0;10.0;5.0;40.0
7509.0;4.0;1.0;5.0;10.0
11200.0;4.0;1.0;6.0;21.0
3200.0;4.0;1.0;6.0;45.0
1200.0;4.0;10.0;6.0;30.0
1200.0;4.0;1.0;6.0;4.0
3500.0;4.0;10.0;6.0;30.0
0.0;4.0;1.0;6.0;23.0
1200.0;4.0;1.0;4.0;38.0
4200.0;4.0;1.0;4.0;50.0
14000.0;4.0;10.0;6.0;20.0
1000.0;4.0;10.0;6.0;14.0
2400.0;4.0;1.0;6.0;40.0
1200.0;4.0;10.0;6.0;26.0
8000.0;4.0;10.0;6.0;26.0
7000.0;4.0;8.0;6.0;45.0
4200.0;4.0;1.0;4.0;38.0
5000.0;4.0;8.0;6.0;25.0
1200.0;4.0;1.0;6.0;26.0
15000.0;4.0;10.0;5.0;35.0
17000.0;4.0;8.0;4.0;40.0
6000.0;4.0;1.0;4.0;30.0
4000.0;4.0;1.0;6.0;3.0
10000.0;4.0;8.0;6.0;30.0
1800.0;4.0;1.0;5.0;13.0
6000.0;3.0;1.0;5.0;9.0
1000.0;3.0;1.0;5.0;1.0
3500.0;3.0;1.0;6.0;15.0
0.0;4.0;1.0;6.0;15.0
1200.0;4.0;1.0;5.0;13.0
2400.0;3.0;1.0;5.0;6.0
1200.0;4.0;1.0;5.0;6.0
2400.0;3.0;1.0;5.0;4.0
1200.0;3.0;1.0;5.0;10.0
2000.0;3.0;1.0;6.0;18.0
1800.0;4.0;1.0;5.0;14.0
4000.0;3.0;1.0;5.0;13.0
3600.0;3.0;1.0;5.0;13.0
3000.0;3.0;1.0;6.0;14.0
2200.0;3.0;1.0;6.0;16.0
0.0;3.0;1.0;11.0;2.0
0.0;3.0;1.0;6.0;10.0
0.0;3.0;1.0;6.0;13.0
0.0;3.0;1.0;6.0;13.0
1200.0;3.0;1.0;1.0;5.0
2000.0;4.0;1.0;6.0;15.0
0.0;3.0;1.0;11.0;15.0
1200.0;3.0;1.0;6.0;15.0
1200.0;4.0;1.0;5.0;13.0
2500.0;3.0;1.0;5.0;13.0
4000.0;3.0;1.0;5.0;15.0
1200.0;3.0;1.0;6.0;10.0
2200.0;3.0;1.0;6.0;5.0
7000.0;4.0;1.0;6.0;16.0
5000.0;3.0;1.0;1.0;10.0
7000.0;3.0;1.0;1.0;1.0
10000.0;4.0;8.0;4.0;15.0
10000.0;3.0;1.0;6.0;20.0
0.0;4.0;8.0;4.0;19.0
4000.0;3.0;1.0;5.0;16.0
1200.0;4.0;1.0;6.0;19.0
1200.0;3.0;1.0;6.0;19.0
1200.0;3.0;1.0;6.0;19.0
1200.0;4.0;8.0;6.0;20.0
3000.0;3.0;1.0;5.0;4.0
4000.0;4.0;1.0;6.0;30.0
1500.0;3.0;1.0;6.0;14.0
400.0;3.0;1.0;6.0;4.0
6000.0;3.0;8.0;4.0;20.0
15000.0;3.0;1.0;6.0;7.0
6500.0;3.0;1.0;6.0;1.0
14000.0;4.0;8.0;4.0;15.0
4000.0;4.0;1.0;6.0;12.0
6200.0;4.0;1.0;6.0;20.0
1200.0;4.0;1.0;6.0;14.0
6000.0;4.0;1.0;6.0;15.0
7200.0;4.0;1.0;6.0;19.0
1200.0;4.0;8.0;6.0;14.0
0.0;4.0;8.0;6.0;19.0
4500.0;4.0;1.0;6.0;10.0
10000.0;4.0;8.0;4.0;15.0
4000.0;3.0;1.0;6.0;2.0
4000.0;4.0;1.0;6.0;19.0
2400.0;3.0;1.0;5.0;20.0
0.0;3.0;1.0;5.0;20.0
7000.0;3.0;1.0;5.0;20.0
3000.0;3.0;1.0;5.0;20.0
3600.0;3.0;1.0;6.0;20.0
1800.0;3.0;1.0;6.0;20.0
1200.0;3.0;1.0;6.0;20.0
1200.0;3.0;1.0;1.0;20.0
1200.0;3.0;1.0;6.0;20.0
0.0;3.0;1.0;1.0;19.0
1200.0;3.0;1.0;5.0;20.0
3000.0;3.0;1.0;5.0;20.0
4000.0;3.0;1.0;6.0;20.0
1200.0;3.0;1.0;6.0;20.0
800.0;3.0;1.0;11.0;7.0
0.0;3.0;1.0;5.0;20.0
2400.0;3.0;1.0;6.0;20.0
600.0;3.0;1.0;5.0;20.0
2400.0;3.0;1.0;5.0;20.0
1200.0;3.0;1.0;5.0;20.0
500.0;3.0;1.0;5.0;20.0
4200.0;3.0;1.0;5.0;13.0
1200.0;4.0;1.0;6.0;18.0
2200.0;3.0;1.0;6.0;20.0
1900.0;3.0;1.0;5.0;4.0
1200.0;3.0;1.0;5.0;20.0
1200.0;3.0;1.0;11.0;20.0
2500.0;3.0;1.0;1.0;20.0
4000.0;3.0;1.0;5.0;20.0
0.0;3.0;1.0;11.0;5.0
1800.0;3.0;1.0;11.0;20.0
1200.0;3.0;1.0;6.0;20.0
1200.0;3.0;1.0;5.0;20.0
0.0;3.0;1.0;5.0;20.0
0.0;3.0;1.0;5.0;20.0
4000.0;3.0;1.0;11.0;12.0
0.0;3.0;1.0;7.0;19.0
0.0;3.0;1.0;6.0;20.0
9000.0;4.0;8.0;4.0;17.0
8000.0;4.0;8.0;4.0;5.0
5000.0;4.0;9.0;4.0;18.0
9000.0;4.0;8.0;6.0;16.0
15000.0;4.0;8.0;4.0;12.0
6600.0;4.0;8.0;4.0;5.0
0.0;4.0;8.0;4.0;2.0
18000.0;4.0;8.0;6.0;20.0
7000.0;4.0;1.0;4.0;17.0
8000.0;4.0;8.0;4.0;15.0
9000.0;4.0;8.0;4.0;6.0
30000.0;4.0;8.0;4.0;17.0
1200.0;4.0;8.0;4.0;8.0
5000.0;4.0;8.0;4.0;7.0
6000.0;4.0;8.0;4.0;2.0
0.0;4.0;8.0;4.0;9.0
2000.0;3.0;1.0;4.0;10.0
17000.0;4.0;8.0;4.0;17.0
8000.0;4.0;8.0;4.0;17.0
9000.0;4.0;8.0;4.0;17.0
9000.0;4.0;8.0;4.0;18.0
8000.0;4.0;8.0;6.0;2.0
17000.0;4.0;8.0;4.0;6.0
21000.0;4.0;8.0;4.0;5.0
9000.0;4.0;8.0;4.0;13.0
10000.0;4.0;8.0;4.0;17.0
17000.0;4.0;8.0;4.0;14.0
15000.0;4.0;8.0;4.0;18.0
2400.0;4.0;9.0;4.0;20.0
13000.0;4.0;8.0;4.0;17.0
9000.0;4.0;9.0;6.0;16.0
1200.0;4.0;8.0;4.0;19.0
1200.0;3.0;1.0;5.0;21.0
0.0;3.0;1.0;5.0;21.0
6200.0;3.0;1.0;5.0;9.0
0.0;3.0;1.0;5.0;16.0
1200.0;3.0;1.0;6.0;18.0
1000.0;4.0;1.0;6.0;14.0
2000.0;3.0;1.0;5.0;7.0
5000.0;3.0;1.0;6.0;5.0
1200.0;3.0;1.0;6.0;7.0
3000.0;3.0;1.0;5.0;12.0
4000.0;3.0;1.0;5.0;20.0
7000.0;4.0;8.0;4.0;23.0
3000.0;3.0;1.0;5.0;16.0
5000.0;4.0;1.0;4.0;22.0
6000.0;4.0;1.0;5.0;18.0
6200.0;4.0;1.0;5.0;15.0
3000.0;3.0;1.0;5.0;15.0
0.0;4.0;8.0;4.0;10.0
2200.0;3.0;1.0;5.0;16.0
0.0;3.0;1.0;5.0;17.0
8000.0;4.0;1.0;6.0;16.0
0.0;3.0;1.0;5.0;18.0
0.0;4.0;8.0;5.0;11.0
10000.0;4.0;8.0;6.0;9.0
1000.0;3.0;1.0;5.0;1.0
3500.0;3.0;7.0;6.0;5.0
0.0;4.0;10.0;7.0;21.0
9000.0;4.0;10.0;6.0;2.0
0.0;4.0;10.0;6.0;21.0
10000.0;4.0;8.0;6.0;11.0
20000.0;4.0;8.0;6.0;6.0
9000.0;4.0;8.0;6.0;18.0
0.0;4.0;9.0;6.0;5.0
9000.0;4.0;10.0;6.0;10.0
24000.0;4.0;10.0;6.0;1.0
11000.0;4.0;8.0;6.0;19.0
20000.0;4.0;10.0;7.0;30.0
1200.0;4.0;10.0;6.0;30.0
1200.0;4.0;8.0;9.0;14.0
0.0;4.0;10.0;5.0;1.0
10000.0;4.0;8.0;6.0;17.0
10000.0;4.0;8.0;6.0;10.0
0.0;3.0;8.0;6.0;11.0
15000.0;3.0;1.0;6.0;19.0
0.0;3.0;1.0;6.0;11.0
2200.0;3.0;1.0;6.0;11.0
1200.0;3.0;1.0;5.0;8.0
0.0;4.0;8.0;4.0;4.0
1200.0;3.0;1.0;5.0;11.0
0.0;3.0;1.0;6.0;11.0
1200.0;3.0;1.0;5.0;10.0
5000.0;3.0;1.0;4.0;11.0
0.0;3.0;1.0;6.0;7.0
1100.0;3.0;1.0;6.0;7.0
2400.0;3.0;1.0;5.0;3.0
150.0;3.0;1.0;5.0;1.0
1200.0;3.0;1.0;5.0;8.0
1700.0;3.0;1.0;5.0;15.0
2000.0;3.0;1.0;4.0;7.0
9200.0;3.0;1.0;5.0;15.0
0.0;4.0;1.0;6.0;4.0
1200.0;4.0;10.0;6.0;23.0
1200.0;4.0;10.0;5.0;25.0
1200.0;4.0;8.0;6.0;30.0
1800.0;4.0;1.0;6.0;47.0
1500.0;4.0;9.0;10.0;25.0
0.0;4.0;10.0;6.0;30.0
3200.0;4.0;8.0;6.0;39.0
6000.0;4.0;1.0;6.0;40.0
0.0;4.0;1.0;4.0;30.0
0.0;4.0;1.0;6.0;40.0
4000.0;4.0;10.0;5.0;35.0
1220.0;4.0;10.0;9.0;30.0
1200.0;4.0;1.0;6.0;27.0
2200.0;4.0;1.0;4.0;29.0
2000.0;4.0;1.0;6.0;30.0
17000.0;4.0;1.0;6.0;30.0
500.0;3.0;1.0;5.0;13.0
5500.0;4.0;1.0;5.0;13.0
1200.0;3.0;1.0;5.0;12.0
4000.0;4.0;1.0;5.0;13.0
1700.0;4.0;1.0;5.0;13.0
1200.0;4.0;1.0;6.0;15.0
6200.0;4.0;1.0;5.0;13.0
1200.0;3.0;1.0;6.0;6.0
3000.0;4.0;1.0;6.0;1.0
1000.0;3.0;1.0;6.0;15.0
1200.0;3.0;1.0;6.0;15.0
1200.0;3.0;1.0;5.0;13.0
17200.0;3.0;1.0;5.0;12.0
1200.0;3.0;1.0;5.0;2.0
1200.0;3.0;1.0;5.0;13.0
2000.0;3.0;1.0;6.0;7.0
1000.0;3.0;1.0;6.0;20.0
5000.0;3.0;1.0;6.0;14.0
6000.0;4.0;1.0;6.0;19.0
1200.0;4.0;8.0;6.0;18.0
15000.0;3.0;1.0;6.0;24.0
5000.0;4.0;1.0;5.0;13.0
0.0;4.0;1.0;6.0;6.0
5200.0;3.0;1.0;6.0;19.0
3200.0;3.0;1.0;6.0;20.0
12000.0;3.0;1.0;5.0;19.0
4000.0;3.0;1.0;5.0;20.0
3000.0;3.0;1.0;6.0;20.0
500.0;3.0;1.0;5.0;20.0
1200.0;3.0;1.0;5.0;20.0
400.0;3.0;1.0;11.0;15.0
3000.0;3.0;1.0;5.0;1.0
1200.0;3.0;1.0;6.0;20.0
17000.0;4.0;8.0;4.0;20.0
1200.0;3.0;1.0;6.0;5.0
1200.0;3.0;1.0;6.0;20.0
4000.0;3.0;1.0;5.0;19.0
6020.0;3.0;1.0;5.0;20.0
3600.0;3.0;1.0;11.0;18.0
10000.0;4.0;8.0;6.0;12.0
2000.0;4.0;8.0;4.0;12.0
30000.0;4.0;8.0;4.0;2.0
20000.0;4.0;8.0;4.0;18.0
9000.0;4.0;8.0;4.0;20.0
20000.0;4.0;8.0;4.0;15.0
20000.0;4.0;8.0;4.0;8.0
10000.0;4.0;8.0;4.0;10.0
8000.0;4.0;8.0;4.0;18.0
4500.0;4.0;8.0;6.0;5.0
0.0;4.0;8.0;6.0;6.0
2000.0;4.0;8.0;4.0;1.0
10000.0;4.0;8.0;4.0;8.0
0.0;3.0;8.0;5.0;2.0
1200.0;3.0;1.0;5.0;7.0
4000.0;3.0;1.0;6.0;15.0
1200.0;3.0;1.0;4.0;14.0
1200.0;3.0;1.0;5.0;3.0
8500.0;3.0;1.0;5.0;3.0
0.0;3.0;1.0;11.0;7.0
25000.0;4.0;8.0;4.0;15.0
2200.0;3.0;1.0;5.0;5.0
1200.0;4.0;10.0;6.0;5.0
794.0;4.0;8.0;6.0;20.0
4000.0;4.0;1.0;9.0;4.0
10000.0;4.0;10.0;6.0;30.0
8000.0;4.0;8.0;4.0;18.0
8000.0;4.0;10.0;6.0;1.0
4000.0;4.0;10.0;5.0;3.0
1200.0;4.0;1.0;5.0;12.0
0.0;4.0;10.0;5.0;1.0
2000.0;4.0;10.0;5.0;20.0
0.0;4.0;9.0;5.0;2.0
10000.0;3.0;1.0;6.0;1.0
1200.0;4.0;10.0;5.0;7.0
1200.0;3.0;10.0;6.0;18.0
4000.0;4.0;10.0;5.0;7.0
14000.0;3.0;8.0;4.0;14.0
2000.0;3.0;10.0;6.0;3.0
18000.0;4.0;10.0;6.0;11.0
0.0;3.0;10.0;4.0;1.0
1800.0;4.0;10.0;6.0;6.0
1000.0;3.0;1.0;11.0;5.0
1500.0;3.0;8.0;6.0;1.0
0.0;3.0;10.0;6.0;17.0
2200.0;3.0;10.0;6.0;17.0
18000.0;3.0;10.0;5.0;17.0
3500.0;4.0;10.0;5.0;40.0
2800.0;3.0;10.0;5.0;17.0
1200.0;3.0;1.0;5.0;17.0
1500.0;3.0;1.0;5.0;17.0
6000.0;3.0;1.0;6.0;3.0
1200.0;3.0;1.0;11.0;15.0
0.0;3.0;1.0;7.0;17.0
0.0;3.0;1.0;6.0;17.0
0.0;3.0;1.0;6.0;1.0
1200.0;3.0;8.0;6.0;17.0
6000.0;3.0;1.0;6.0;17.0
0.0;3.0;1.0;11.0;17.0
0.0;3.0;1.0;5.0;7.0
3000.0;3.0;1.0;6.0;17.0
700.0;3.0;1.0;5.0;10.0
20000.0;4.0;8.0;5.0;7.0
1000.0;3.0;1.0;11.0;3.0
0.0;3.0;10.0;6.0;17.0
7000.0;3.0;1.0;5.0;17.0
1800.0;3.0;1.0;5.0;10.0
0.0;3.0;1.0;5.0;13.0
1200.0;3.0;1.0;11.0;17.0
165000.0;4.0;8.0;6.0;1.0
115000.0;4.0;8.0;4.0;7.0
0.0;4.0;8.0;6.0;2.0
55000.0;4.0;8.0;6.0;10.0
70000.0;4.0;8.0;6.0;18.0
100000.0;4.0;8.0;4.0;18.0
80000.0;4.0;8.0;6.0;23.0
110000.0;4.0;8.0;6.0;2.0
100000.0;4.0;8.0;6.0;12.0
100000.0;4.0;8.0;6.0;4.0
75000.0;4.0;8.0;6.0;11.0
80000.0;4.0;8.0;6.0;10.0
70000.0;4.0;8.0;4.0;4.0
70000.0;4.0;8.0;6.0;22.0
70000.0;4.0;8.0;6.0;1.0
50000.0;4.0;8.0;6.0;11.0
70000.0;4.0;8.0;6.0;3.0
80000.0;4.0;8.0;6.0;1.0
130000.0;4.0;8.0;6.0;1.0
120000.0;4.0;8.0;6.0;15.0
80000.0;4.0;8.0;6.0;18.0
120000.0;4.0;8.0;6.0;7.0
60000.0;4.0;8.0;6.0;5.0
75000.0;4.0;8.0;6.0;19.0
50000.0;4.0;8.0;6.0;28.0
85000.0;4.0;8.0;6.0;9.0
80000.0;4.0;8.0;6.0;8.0
70000.0;4.0;8.0;6.0;7.0
100000.0;4.0;8.0;6.0;2.0
0.0;4.0;8.0;6.0;5.0
100000.0;4.0;8.0;6.0;1.0
90000.0;4.0;8.0;6.0;20.0
0.0;4.0;8.0;6.0;12.0
70000.0;4.0;8.0;6.0;1.0
0.0;4.0;8.0;6.0;2.0
70000.0;4.0;8.0;6.0;3.0
85000.0;4.0;1.0;4.0;11.0
150000.0;4.0;8.0;6.0;1.0
100000.0;4.0;8.0;6.0;3.0
120000.0;4.0;8.0;6.0;5.0
120000.0;4.0;8.0;6.0;5.0
260000.0;4.0;8.0;6.0;2.0
150000.0;4.0;1.0;4.0;4.0
80000.0;4.0;8.0;6.0;9.0
100000.0;4.0;8.0;6.0;3.0
75000.0;4.0;1.0;4.0;8.0
70000.0;4.0;8.0;6.0;3.0
100000.0;4.0;8.0;6.0;3.0
75000.0;4.0;8.0;6.0;22.0
90000.0;4.0;8.0;6.0;21.0
60000.0;4.0;8.0;6.0;18.0
120000.0;4.0;8.0;4.0;10.0
0.0;4.0;8.0;6.0;10.0
100000.0;4.0;8.0;6.0;1.0
0.0;4.0;8.0;6.0;2.0
20000.0;4.0;8.0;6.0;2.0
90000.0;4.0;8.0;6.0;6.0
70000.0;4.0;8.0;6.0;3.0
0.0;4.0;8.0;6.0;4.0
0.0;4.0;8.0;6.0;6.0
100000.0;4.0;8.0;6.0;3.0
9000.0;3.0;1.0;5.0;11.0
0.0;3.0;1.0;5.0;11.0
0.0;2.0;1.0;6.0;11.0
0.0;3.0;1.0;6.0;11.0
0.0;3.0;1.0;6.0;11.0
0.0;3.0;1.0;6.0;8.0
1200.0;3.0;1.0;5.0;11.0
1200.0;3.0;1.0;5.0;6.0
1100.0;3.0;1.0;5.0;7.0
4000.0;3.0;1.0;5.0;9.0
4000.0;4.0;1.0;6.0;49.0
12000.0;4.0;1.0;6.0;29.0
8400.0;4.0;10.0;6.0;30.0
1000.0;4.0;1.0;9.0;48.0
1200.0;4.0;1.0;6.0;40.0
14000.0;4.0;1.0;4.0;25.0
1200.0;4.0;1.0;6.0;40.0
5000.0;4.0;1.0;4.0;1.0
5500.0;3.0;1.0;6.0;20.0
0.0;3.0;1.0;6.0;15.0
4200.0;3.0;1.0;5.0;3.0
1200.0;3.0;1.0;5.0;13.0
4000.0;3.0;1.0;5.0;13.0
4000.0;3.0;1.0;6.0;15.0
2400.0;3.0;1.0;5.0;13.0
100000.0;4.0;8.0;6.0;8.0
140000.0;4.0;8.0;6.0;20.0
85000.0;4.0;8.0;6.0;14.0
160000.0;4.0;8.0;6.0;8.0
120000.0;4.0;8.0;6.0;7.0
80000.0;4.0;8.0;6.0;7.0
100000.0;4.0;8.0;6.0;23.0
50000.0;4.0;8.0;6.0;5.0
80000.0;4.0;8.0;6.0;3.0
80000.0;4.0;8.0;6.0;10.0
0.0;4.0;8.0;6.0;10.0
60000.0;4.0;8.0;6.0;4.0
28000.0;4.0;8.0;6.0;3.0
85000.0;4.0;8.0;6.0;9.0
80000.0;4.0;8.0;6.0;10.0
1200.0;4.0;1.0;5.0;6.0
4000.0;3.0;1.0;1.0;3.0
1200.0;4.0;8.0;6.0;19.0
20000.0;3.0;1.0;6.0;15.0
0.0;3.0;1.0;6.0;2.0
14000.0;3.0;1.0;6.0;19.0
1200.0;3.0;1.0;6.0;20.0
0.0;3.0;1.0;6.0;20.0
0.0;3.0;1.0;5.0;19.0
3000.0;3.0;1.0;6.0;20.0
1200.0;3.0;1.0;1.0;18.0
1200.0;3.0;1.0;6.0;20.0
2200.0;4.0;1.0;6.0;20.0
0.0;3.0;1.0;6.0;20.0
0.0;4.0;8.0;4.0;24.0
1700.0;4.0;9.0;4.0;22.0
6000.0;4.0;8.0;6.0;18.0
30000.0;4.0;9.0;4.0;10.0
12000.0;4.0;1.0;4.0;10.0
7200.0;4.0;8.0;5.0;17.0
10000.0;4.0;1.0;4.0;13.0
0.0;4.0;8.0;4.0;15.0
20000.0;4.0;8.0;4.0;10.0
1200.0;4.0;1.0;6.0;15.0
1200.0;3.0;2.0;5.0;20.0
4000.0;3.0;1.0;6.0;5.0
4000.0;4.0;1.0;5.0;20.0
1400.0;3.0;1.0;1.0;10.0
7000.0;4.0;1.0;9.0;12.0
12000.0;4.0;8.0;6.0;20.0
2400.0;3.0;1.0;5.0;19.0
0.0;3.0;1.0;1.0;19.0
1200.0;3.0;1.0;6.0;19.0
18000.0;4.0;8.0;4.0;18.0
12000.0;4.0;8.0;4.0;2.0
4000.0;4.0;8.0;4.0;15.0
10000.0;4.0;8.0;4.0;15.0
10000.0;4.0;1.0;6.0;15.0
10400.0;3.0;1.0;6.0;15.0
15000.0;3.0;8.0;4.0;11.0
7000.0;4.0;8.0;4.0;19.0
2200.0;3.0;1.0;5.0;17.0
1000.0;3.0;1.0;6.0;10.0
0.0;3.0;1.0;6.0;7.0
1200.0;3.0;1.0;5.0;20.0
9000.0;4.0;10.0;6.0;30.0
2500.0;4.0;10.0;6.0;1.0
15000.0;4.0;8.0;6.0;15.0
13000.0;4.0;10.0;6.0;8.0
2400.0;4.0;10.0;6.0;18.0
20000.0;4.0;10.0;6.0;3.0
2000.0;3.0;10.0;6.0;2.0
400.0;4.0;8.0;4.0;14.0
2400.0;3.0;1.0;11.0;10.0
4300.0;3.0;1.0;5.0;4.0
600.0;3.0;1.0;5.0;5.0
1500.0;3.0;10.0;6.0;1.0
2400.0;3.0;1.0;11.0;16.0
1800.0;3.0;8.0;5.0;17.0
0.0;3.0;1.0;6.0;17.0
4000.0;3.0;1.0;6.0;17.0
1200.0;3.0;8.0;6.0;17.0
0.0;3.0;1.0;11.0;17.0
18000.0;3.0;8.0;5.0;17.0
75000.0;4.0;8.0;6.0;2.0
90000.0;4.0;8.0;6.0;10.0
100000.0;4.0;8.0;6.0;10.0
100000.0;4.0;2.0;6.0;8.0
75000.0;4.0;9.0;6.0;4.0
58000.0;4.0;8.0;6.0;3.0
80000.0;4.0;8.0;6.0;4.0
35000.0;4.0;8.0;6.0;19.0
100000.0;4.0;8.0;6.0;11.0
100000.0;4.0;8.0;6.0;2.0
0.0;4.0;8.0;6.0;10.0
80000.0;4.0;8.0;6.0;5.0
100000.0;4.0;8.0;6.0;7.0
100000.0;4.0;8.0;6.0;10.0
80000.0;4.0;8.0;6.0;10.0
100000.0;4.0;8.0;6.0;12.0
0.0;4.0;8.0;6.0;2.0
60000.0;4.0;8.0;4.0;16.0
90000.0;4.0;8.0;6.0;8.0
160000.0;4.0;8.0;6.0;10.0
120000.0;4.0;7.0;6.0;10.0
0.0;3.0;1.0;5.0;20.0
3000.0;3.0;1.0;1.0;19.0
2000.0;3.0;1.0;6.0;2.0
200.0;3.0;1.0;5.0;20.0
1200.0;3.0;1.0;5.0;20.0
1200.0;4.0;8.0;4.0;3.0
21000.0;4.0;8.0;4.0;14.0
7600.0;4.0;8.0;4.0;1.0
10000.0;4.0;8.0;4.0;6.0
7000.0;4.0;8.0;4.0;17.0
0.0;4.0;1.0;4.0;10.0
10000.0;4.0;8.0;4.0;6.0
9000.0;4.0;8.0;4.0;17.0
10000.0;4.0;8.0;4.0;5.0
4000.0;4.0;8.0;6.0;15.0
14000.0;4.0;8.0;4.0;10.0
50000.0;4.0;8.0;4.0;20.0
8700.0;4.0;8.0;4.0;15.0
4000.0;4.0;1.0;5.0;20.0
2400.0;3.0;1.0;5.0;20.0
40000.0;4.0;8.0;6.0;27.0
0.0;3.0;1.0;5.0;1.0
1000.0;4.0;10.0;6.0;1.0
1200.0;3.0;10.0;6.0;9.0
1500.0;3.0;10.0;6.0;17.0
0.0;3.0;10.0;6.0;17.0
7000.0;3.0;10.0;4.0;10.0
5000.0;3.0;1.0;6.0;1.0
1100.0;3.0;1.0;11.0;17.0
0.0;4.0;10.0;6.0;17.0
1100.0;3.0;1.0;11.0;10.0
80000.0;4.0;8.0;6.0;12.0
80000.0;4.0;8.0;6.0;9.0
90000.0;4.0;8.0;6.0;25.0
0.0;4.0;8.0;6.0;5.0
130000.0;4.0;1.0;6.0;15.0
0.0;4.0;8.0;6.0;12.0
80000.0;4.0;8.0;6.0;4.0
80000.0;4.0;8.0;6.0;1.0
85000.0;4.0;8.0;6.0;1.0
60000.0;4.0;8.0;4.0;22.0
150000.0;4.0;8.0;6.0;25.0
6000.0;4.0;8.0;6.0;6.0
10000.0;4.0;8.0;6.0;19.0
400.0;4.0;1.0;5.0;2.0
20000.0;4.0;10.0;6.0;9.0
10000.0;4.0;10.0;5.0;13.0
4000.0;4.0;10.0;5.0;7.0
1500.0;3.0;1.0;11.0;2.0
1500.0;3.0;1.0;5.0;1.0
130000.0;4.0;7.0;6.0;10.0
98000.0;4.0;8.0;6.0;8.0
85000.0;4.0;8.0;6.0;17.0
100000.0;4.0;2.0;6.0;24.0
75000.0;4.0;8.0;6.0;7.0
95000.0;4.0;8.0;4.0;22.0
100000.0;4.0;8.0;6.0;19.0
60000.0;4.0;8.0;6.0;22.0
85000.0;4.0;8.0;6.0;2.0
100000.0;4.0;8.0;6.0;18.0
95000.0;4.0;8.0;4.0;5.0
0.0;4.0;8.0;6.0;5.0
100000.0;4.0;8.0;6.0;10.0
